GlobalId,Name,階,配管種別,系統コード,系統名称,IFC系統分類,系統所属数,外径,内径,長さ,方向区分,軸DX,軸DY,軸DZ,水平面角度_deg,勾配,Z最低,Z最高,高低差
3i6NT3lWD4BeNkr3J2NSID,配管タイプ:00_供給:42163603,1FL,配管タイプ:00_供給,－ 22,P011_W上水,DOMESTICCOLDWATER,1,60.5,57.5,2625.549999999999,水平管,1.0,0.0,0.0,0.0,0.0,0.16974999999999998,0.23024999999999995,0.06049999999999997
3i6NT3lWD4BeNkr3J2NSIA,配管タイプ:00_供給:42163604,1FL,配管タイプ:00_供給,X 8,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,8500.250000000016,水平管,1.0,0.0,0.0,0.0,0.0,0.26184999999999997,0.33814999999999995,0.07629999999999998
3i6NT3lWD4BeNkr3J2NSIB,配管タイプ:00_供給:42163605,1FL,配管タイプ:00_供給,X 8,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,4068.380207847967,水平管,0.0,1.0,0.0,0.0,0.0,0.26184999999999997,0.33814999999999995,0.07629999999999998
3i6NT3lWD4BeNkr3J2NSI8,配管タイプ:00_供給:42163606,1FL,配管タイプ:00_供給,－ 30,P011_W上水,DOMESTICCOLDWATER,1,60.5,57.5,1988.1000000004663,水平管,0.0,1.0,0.0,0.0,0.0,0.16975000000000007,0.23025000000000004,0.06049999999999997
3i6NT3lWD4BeNkr3J2NSI9,配管タイプ:00_供給:42163607,1FL,配管タイプ:00_供給,X 8,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,2009.7499999999936,水平管,1.0,0.0,0.0,0.0,0.0,0.26184999999999997,0.33814999999999995,0.07629999999999998
3i6NT3lWD4BeNkr3J2NSI6,配管タイプ:00_供給:42163608,1FL,配管タイプ:00_供給,X 7,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,380.9999999999697,水平管,0.0,1.0,0.0,0.0,0.0,0.26185,0.33815,0.07629999999999998
3i6NT3lWD4BeNkr3J2NSI4,配管タイプ:00_供給:42163610,1FL,配管タイプ:00_供給,X 8,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,355.80979367599696,水平管,0.0,1.0,0.0,0.0,0.0,0.26184999999999997,0.33814999999999995,0.07629999999999998
3i6NT3lWD4BeNkr3J2NSI5,配管タイプ:00_供給:42163611,1FL,配管タイプ:00_供給,X 8,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,122.99999999999369,水平管,0.0,1.0,0.0,0.0,0.0,0.26185,0.33815,0.07629999999999998
3i6NT3lWD4BeNkr3J2NSI2,配管タイプ:00_供給:42163612,1FL,配管タイプ:00_供給,X 1,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,1729.7500000000161,水平管,1.0,0.0,0.0,0.0,0.0,0.26184999999999997,0.33814999999999995,0.07629999999999998
3i6NT3lWD4BeNkr3J2NSI0,配管タイプ:00_供給:42163614,1FL,配管タイプ:00_供給,X 1,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,1789.7500000000132,水平管,1.0,0.0,0.0,0.0,0.0,0.26184999999999997,0.33814999999999995,0.07629999999999998
3i6NT3lWD4BeNkr3J2NSI1,配管タイプ:00_供給:42163615,1FL,配管タイプ:00_供給,X 1,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,1449.9999999999843,水平管,0.0,1.0,0.0,0.0,0.0,0.26185,0.33815,0.07629999999999998
3i6NT3lWD4BeNkr3J2NSI_,配管タイプ:00_供給:42163616,1FL,配管タイプ:00_供給,X 1,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,6387.999999999996,水平管,0.0,1.0,0.0,0.0,0.0,0.26185,0.33815,0.07629999999999998
3i6NT3lWD4BeNkr3J2NSIy,配管タイプ:00_供給:42163618,1FL,配管タイプ:00_供給,X 8,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,2463.80999847601,水平管,0.0,1.0,0.0,0.0,0.0,0.26185,0.33815,0.07629999999999998
3i6NT3lWD4BeNkr3J2NSIw,配管タイプ:00_排水:42163620,1FL,配管タイプ:00_排水,D 36,M121_Dドレン,SEWAGE,1,34.0,27.6,245.18156597040502,水平管,0.0,1.0,0.0,0.0,0.0,0.583,0.617,0.03400000000000003
3i6NT3lWD4BeNkr3J2NSIu,配管タイプ:00_排水:42163622,1FL,配管タイプ:00_排水,D 42,M121_Dドレン,SEWAGE,1,34.0,27.6,245.1815659703969,水平管,0.0,1.0,0.0,0.0,0.0,0.763,0.797,0.03400000000000003
3i6NT3lWD4BeNkr3J2NSIs,配管タイプ:00_供給:42163624,1FL,配管タイプ:00_供給,－ 28,M112_W加湿給水,DOMESTICCOLDWATER,1,42.7,35.7,285.19999999998714,水平管,0.0,1.0,0.0,0.0,0.0,0.87865,0.92135,0.04269999999999996
3i6NT3lWD4BeNkr3J2NSIq,配管タイプ:00_供給:42163626,1FL,配管タイプ:00_供給,－ 29,M112_W加湿給水,DOMESTICCOLDWATER,1,42.7,35.7,2792.3320171280566,水平管,1.0,0.0,0.0,0.0,0.0,0.87865,0.92135,0.04269999999999996
3i6NT3lWD4BeNkr3J2NSIr,配管タイプ:00_供給:42163627,1FL,配管タイプ:00_供給,－ 27,M112_W加湿給水,DOMESTICCOLDWATER,1,42.7,35.7,2320.0000000000164,水平管,0.0,1.0,0.0,0.0,0.0,0.87865,0.92135,0.04269999999999996
3i6NT3lWD4BeNkr3J2NSIo,配管タイプ:00_供給:42163628,1FL,配管タイプ:00_供給,－ 27,M112_W加湿給水,DOMESTICCOLDWATER,1,42.7,35.7,97.34973594961797,水平管,0.0,1.0,0.0,0.0,0.0,0.87865,0.92135,0.04269999999999996
3i6NT3lWD4BeNkr3J2NSIp,配管タイプ:00_供給:42163629,1FL,配管タイプ:00_供給,－ 27,M112_W加湿給水,DOMESTICCOLDWATER,1,42.7,35.7,928.2200334887189,水平管,1.0,0.0,0.0,0.0,0.0,0.87865,0.92135,0.04269999999999996
3i6NT3lWD4BeNkr3J2NSIm,配管タイプ:00_供給:42163630,1FL,配管タイプ:00_供給,－ 29,M112_W加湿給水,DOMESTICCOLDWATER,1,42.7,35.7,1359.682764992181,水平管,0.0,1.0,0.0,0.0,0.0,0.87865,0.92135,0.04269999999999996
3i6NT3lWD4BeNkr3J2NSIk,配管タイプ:00_供給:42163632,1FL,配管タイプ:00_供給,X 8,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,6286.500000000022,水平管,0.0,1.0,0.0,0.0,0.0,0.26184999999999997,0.33814999999999995,0.07629999999999998
0DTJFk0dP5Vfi0C2Y9DFG3,配管タイプ:00_排水:42281031,PIT,配管タイプ:00_排水,PU 9,P024_Dポンプアップ排水,SEWAGE,1,60.5,52.900000000000006,1647.0000000000011,立管,0.0,0.0,1.0,90.0,,-2.8049999999999997,-1.1579999999999986,1.6470000000000011
0DTJFk0dP5Vfi0C2Y9DFGQ,配管タイプ:00_排水:42281054,PIT,配管タイプ:00_排水,PU 2,P024_Dポンプアップ排水,SEWAGE,1,60.5,52.900000000000006,1646.999999999999,立管,0.0,0.0,1.0,90.0,,-2.8049999999999997,-1.1580000000000006,1.6469999999999991
0DTJFk0dP5Vfi0C2Y9DFMN,配管タイプ:00_排水:42281427,PIT,配管タイプ:00_排水,PU 10,P024_Dポンプアップ排水,SEWAGE,1,60.5,52.900000000000006,1647.0000000000014,立管,0.0,0.0,1.0,90.0,,-2.8049999999999997,-1.1579999999999984,1.6470000000000014
0DTJFk0dP5Vfi0C2Y9DFMH,配管タイプ:00_排水:42281429,PIT,配管タイプ:00_排水,PU 1,P024_Dポンプアップ排水,SEWAGE,1,60.5,52.900000000000006,1646.9999999999995,立管,0.0,0.0,1.0,90.0,,-2.8049999999999997,-1.1580000000000001,1.6469999999999996
1NfKE53XnEPhsZuqYiX5Fd,配管タイプ:00_供給:42723357,2FL,配管タイプ:00_供給,X 9,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,380.9999999999697,水平管,0.0,1.0,0.0,0.0,0.0,4.36185,4.438149999999999,0.07629999999999981
1NfKE53XnEPhsZuqYiX5Fa,配管タイプ:00_供給:42723358,2FL,配管タイプ:00_供給,X 10,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,1729.7500000000161,水平管,1.0,0.0,0.0,0.0,0.0,4.36185,4.438149999999999,0.07629999999999981
1NfKE53XnEPhsZuqYiX5Fb,配管タイプ:00_供給:42723359,2FL,配管タイプ:00_供給,X 10,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,1361.7794035223922,水平管,1.0,0.0,0.0,0.0,0.0,4.36185,4.438149999999999,0.07629999999999981
1NfKE53XnEPhsZuqYiX5FQ,配管タイプ:00_供給:42723360,2FL,配管タイプ:00_供給,X 10,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,1437.9999999999634,水平管,0.0,1.0,0.0,0.0,0.0,4.36185,4.438149999999999,0.07629999999999981
1NfKE53XnEPhsZuqYiX5FR,配管タイプ:00_供給:42723361,2FL,配管タイプ:00_供給,X 10,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,6400.000000000018,水平管,0.0,1.0,0.0,0.0,0.0,4.36185,4.438149999999999,0.07629999999999981
1NfKE53XnEPhsZuqYiX5FD,配管タイプ:00_供給:42723383,3FL,配管タイプ:00_供給,X 11,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,380.9999999999697,水平管,0.0,1.0,0.0,0.0,0.0,8.46185,8.53815,0.07629999999999981
1NfKE53XnEPhsZuqYiX5F2,配管タイプ:00_供給:42723384,3FL,配管タイプ:00_供給,X 12,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,1729.7500000000161,水平管,1.0,0.0,0.0,0.0,0.0,8.46185,8.53815,0.07629999999999981
1NfKE53XnEPhsZuqYiX5F3,配管タイプ:00_供給:42723385,3FL,配管タイプ:00_供給,X 12,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,1452.7482425947826,水平管,1.0,0.0,0.0,0.0,0.0,8.46185,8.53815,0.07629999999999981
1NfKE53XnEPhsZuqYiX5F0,配管タイプ:00_供給:42723386,3FL,配管タイプ:00_供給,X 12,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,1468.0000000004134,水平管,0.0,1.0,0.0,0.0,0.0,8.46185,8.53815,0.07629999999999981
1NfKE53XnEPhsZuqYiX5F1,配管タイプ:00_供給:42723387,3FL,配管タイプ:00_供給,X 12,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,6369.999999999568,水平管,0.0,1.0,0.0,0.0,0.0,8.46185,8.53815,0.07629999999999981
1NfKE53XnEPhsZuqYiX5Es,配管タイプ:00_供給:42723404,4FL,配管タイプ:00_供給,X 13,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,380.9999999999697,水平管,0.0,1.0,0.0,0.0,0.0,12.561850000000002,12.638150000000001,0.07629999999999981
1NfKE53XnEPhsZuqYiX5Et,配管タイプ:00_供給:42723405,4FL,配管タイプ:00_供給,X 14,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,1729.7500000000075,水平管,1.0,0.0,0.0,0.0,0.0,12.561850000000002,12.638150000000001,0.07629999999999981
1NfKE53XnEPhsZuqYiX5Er,配管タイプ:00_供給:42723407,4FL,配管タイプ:00_供給,X 14,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,2677.999999999961,水平管,0.0,1.0,0.0,0.0,0.0,12.561850000000002,12.638150000000001,0.07629999999999981
1NfKE53XnEPhsZuqYiX5Eg,配管タイプ:00_供給:42723408,4FL,配管タイプ:00_供給,X 14,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,5000.0000000000155,水平管,0.0,1.0,0.0,0.0,0.0,12.561850000000002,12.638150000000001,0.07629999999999981
3IogOOsIT71Q2qPUXO1gFD,配管タイプ:00_冷媒:43123033,4FL,配管タイプ:00_冷媒,R 16,M091_R冷媒2way,HEATING,1,100.0,20.0,1000.0000000000585,水平管,1.0,0.0,0.0,0.0,0.0,12.950000000000001,13.049999999999999,0.09999999999999787
0Y3$46CFL1xudGrFX2vMnL,配管タイプ:00_供給:43168782,5FL,配管タイプ:00_供給,－ 239,P011_W上水,DOMESTICCOLDWATER,1,34.0,27.6,520.5000000000224,水平管,1.0,0.0,0.0,0.0,0.0,16.583,16.616999999999997,0.03399999999999892
0Y3$46CFL1xudGrFX2vMnK,配管タイプ:00_供給:43168783,5FL,配管タイプ:00_供給,－ 239,P011_W上水,DOMESTICCOLDWATER,1,34.0,27.6,164.33067544109454,水平管,0.0,1.0,0.0,0.0,0.0,16.583,16.616999999999997,0.03399999999999892
0Y3$46CFL1xudGrFX2vMn8,配管タイプ:00_供給:43168787,5FL,配管タイプ:00_供給,P022_D雑排水 145,P022_D雑排水,SEWAGE,1,48.6,41.6,280.0000000000056,水平管,0.0,1.0,0.0,0.0,0.0,16.775699999999997,16.824299999999997,0.04860000000000042
0Y3$46CFL1xudGrFX2vMnE,配管タイプ:00_供給:43168789,5FL,配管タイプ:00_供給,X 15,P051_X屋内消火栓,FIREPROTECTION,1,48.6,41.6,979.5000000001606,水平管,1.0,0.0,0.0,0.0,0.0,16.6757,16.7243,0.04860000000000042
0Y3$46CFL1xudGrFX2vMn2,配管タイプ:00_供給:43168793,5FL,配管タイプ:00_供給,－ 240,P011_W上水,DOMESTICCOLDWATER,1,34.0,27.6,450.00000000014245,水平管,1.0,0.0,0.0,0.0,0.0,16.583,16.616999999999997,0.03399999999999892
0Y3$46CFL1xudGrFX2vMn5,配管タイプ:00_供給:43168798,5FL,配管タイプ:00_供給,P022_D雑排水 145,P022_D雑排水,SEWAGE,1,48.6,41.6,140.00000000000065,水平管,1.0,0.0,0.0,0.0,0.0,16.775699999999997,16.8243,0.04860000000000397
0Y3$46CFL1xudGrFX2vMn4,配管タイプ:00_供給:43168799,5FL,配管タイプ:00_供給,P022_D雑排水 145,P022_D雑排水,SEWAGE,1,48.6,41.6,310.187649661409,水平管,0.0,1.0,0.0,0.0,0.0,16.775699999999997,16.8243,0.04860000000000397
0Y3$46CFL1xudGrFX2vMnx,配管タイプ:00_供給:43168800,5FL,配管タイプ:00_供給,P022_D雑排水 145,P022_D雑排水,SEWAGE,1,48.6,41.6,1358.308481444931,水平管,1.0,0.0,0.0,0.0,0.0,16.775699999999997,16.824299999999997,0.04860000000000042
0Y3$46CFL1xudGrFX2vM$s,配管タイプ:00_供給:43169709,5FL,配管タイプ:00_供給,P022_D雑排水 148,P022_D雑排水,SEWAGE,1,60.5,52.900000000000006,200.0,立管,0.0,0.0,1.0,90.0,,16.4,16.599999999999998,0.1999999999999993
2Kp9TpODXBDQnv6xX8$gCE,配管タイプ:00_供給:43231648,3FL,配管タイプ:00_供給,X 12,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,2972.999999999997,立管,0.0,0.0,1.0,90.0,,8.2,11.172999999999996,2.972999999999997
2Kp9TpODXBDQnv6xX8$gDe,配管タイプ:00_供給:43231686,3FL,配管タイプ:00_供給,X 12,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,2367.0017574052304,水平管,1.0,0.0,0.0,0.0,0.0,8.46185,8.53815,0.07629999999999981
2Kp9TpODXBDQnv6xX8$g0a,配管タイプ:00_供給:43231882,1FL,配管タイプ:00_供給,X 1,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,2972.999999999997,立管,0.0,0.0,1.0,90.0,,0.0,2.9729999999999968,2.9729999999999968
2Kp9TpODXBDQnv6xX8$g6u,配管タイプ:00_供給:43232022,4FL,配管タイプ:00_供給,X 14,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,2972.9999999999977,立管,0.0,0.0,1.0,90.0,,12.3,15.272999999999998,2.972999999999997
0Vfalxg9D9tuI2XXgo5eeF,配管タイプ:00_供給:43250791,4FL,配管タイプ:00_供給,X 14,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,226.27416997970806,水平管,0.7071067811865476,-0.7071067811865476,0.0,0.0,0.0,12.561850000000002,12.638150000000001,0.07629999999999981
0vJsp3rh5AAgwZ1Ucdzv4z,配管タイプ:00_供給:43262229,4FL,配管タイプ:00_供給,X 14,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,2439.7500000000127,水平管,1.0,0.0,0.0,0.0,0.0,12.561850000000002,12.638150000000001,0.07629999999999981
1yoo1GbqHDsRjbzagASVsp,配管タイプ:00_供給:43288425,2FL,配管タイプ:00_供給,X 20,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,2419.820596477623,水平管,1.0,0.0,0.0,0.0,0.0,4.36185,4.438149999999999,0.07629999999999981
1yoo1GbqHDsRjbzagASVBN,配管タイプ:00_供給:43288589,1FL,配管タイプ:00_供給,X 1,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,2029.9999999999998,水平管,1.0,0.0,0.0,0.0,0.0,0.2618500000000001,0.33815000000000006,0.07629999999999998
1Ta9E0KqzEbeBBN7wW0FX1,配管タイプ:00_排水:43288961,1FL,配管タイプ:00_排水,) 155,P021_D汚水,SEWAGE,1,114.30000000000001,105.3,1434.9999999999986,水平管,0.0,1.0,0.0,0.0,0.0,0.04284999999999995,0.15714999999999996,0.11430000000000001
1Ta9E0KqzEbeBBN7wW0FX2,配管タイプ:00_排水:43288962,1FL,配管タイプ:00_排水,) 156,P021_D汚水,SEWAGE,1,114.30000000000001,105.3,1435.000000000003,水平管,0.0,1.0,0.0,0.0,0.0,-0.05714999999999995,0.057150000000000055,0.11430000000000001
1Ta9E0KqzEbeBBN7wW0FX3,配管タイプ:00_排水:43288963,1FL,配管タイプ:00_排水,P022_D雑排水 149,P022_D雑排水,SEWAGE,1,114.30000000000001,105.3,1434.9999999999986,水平管,0.0,1.0,0.0,0.0,0.0,0.04284999999999995,0.15714999999999996,0.11430000000000001
1Ta9E0KqzEbeBBN7wW0FX4,配管タイプ:00_排水:43288964,1FL,配管タイプ:00_排水,P022_D雑排水 152,P022_D雑排水,SEWAGE,1,76.3,67.9,1434.9999999999943,水平管,0.0,1.0,0.0,0.0,0.0,0.06185000000000002,0.13815000000000005,0.07630000000000003
1Ta9E0KqzEbeBBN7wW0FWv,配管タイプ:00_供給:43289081,1FL,配管タイプ:00_供給,PU 4,P024_Dポンプアップ排水,SEWAGE,1,76.3,67.9,7759.999999999929,水平管,1.0,0.0,0.0,0.0,0.0,-0.03814999999999996,0.03815000000000004,0.0763
1Ta9E0KqzEbeBBN7wW0FWz,配管タイプ:00_供給:43289085,1FL,配管タイプ:00_供給,PU 5,P024_Dポンプアップ排水,SEWAGE,1,76.3,67.9,331.56667264313853,水平管,1.0,0.0,0.0,0.0,0.0,-0.03814999999999996,0.03815000000000004,0.0763
1Ta9E0KqzEbeBBN7wW0FW$,配管タイプ:00_供給:43289087,1FL,配管タイプ:00_供給,PU 4,P024_Dポンプアップ排水,SEWAGE,1,76.3,67.9,1243.8148081610996,水平管,0.0,1.0,0.0,0.0,0.0,-0.03814999999999996,0.03815000000000004,0.0763
1Ta9E0KqzEbeBBN7wW0Fl1,配管タイプ:00_供給:43289089,1FL,配管タイプ:00_供給,PU 3,P024_Dポンプアップ排水,SEWAGE,1,76.3,67.9,7960.000000000053,水平管,1.0,0.0,0.0,0.0,0.0,-0.03814999999999996,0.03815000000000004,0.0763
1Ta9E0KqzEbeBBN7wW0Fl3,配管タイプ:00_供給:43289091,1FL,配管タイプ:00_供給,PU 3,P024_Dポンプアップ排水,SEWAGE,1,76.3,67.9,2172.815063362736,水平管,0.0,1.0,0.0,0.0,0.0,-0.03814999999999996,0.03815000000000004,0.0763
1Ta9E0KqzEbeBBN7wW0Fl5,配管タイプ:00_供給:43289093,1FL,配管タイプ:00_供給,PU 7,P024_Dポンプアップ排水,SEWAGE,1,76.3,67.9,331.5666726431342,水平管,1.0,0.0,0.0,0.0,0.0,-0.03814999999999996,0.03815000000000004,0.0763
1Ta9E0KqzEbeBBN7wW0Fg9,配管タイプ:00_供給:43289417,1FL,配管タイプ:00_供給,PU 6,P024_Dポンプアップ排水,SEWAGE,1,76.3,67.9,331.56667264313853,水平管,1.0,0.0,0.0,0.0,0.0,-0.03814999999999996,0.03815000000000004,0.0763
1Ta9E0KqzEbeBBN7wW0Fr1,配管タイプ:00_供給:43289729,1FL,配管タイプ:00_供給,PU 8,P024_Dポンプアップ排水,SEWAGE,1,76.3,67.9,331.56667264313853,水平管,1.0,0.0,0.0,0.0,0.0,-0.03814999999999996,0.03815000000000004,0.0763
1Ta9E0KqzEbeBBN7wW0FoN,配管タイプ:00_供給:43289943,1FL,配管タイプ:00_供給,－ 243,P011_W上水,DOMESTICCOLDWATER,1,48.6,41.6,1539.9999999999402,水平管,1.0,0.0,0.0,0.0,0.0,0.17570000000000005,0.22430000000000003,0.04859999999999998
1UvjyJsubCqvxfV7N9tGKz,配管タイプ:00_冷媒:43400770,5FL,配管タイプ:00_冷媒,R 1,M091_R冷媒2way,HEATING,1,100.0,20.0,14295.997543323525,立管,6.599522949328216e-05,0.0,0.9999999978223149,89.99621875189405,15152.61035533042,3.20199912676465,17.498003238478944,14.296004111714293
1UvjyJsubCqvxfV7N9tGKo,配管タイプ:00_冷媒:43400781,5FL,配管タイプ:00_冷媒,R 3,M091_R冷媒2way,HEATING,1,100.0,20.0,14295.999886072526,立管,0.0,0.0,1.0,90.0,,3.20200011392747,17.497999999999998,14.295999886072527
1UvjyJsubCqvxfV7N9tGKQ,配管タイプ:00_冷媒:43400805,5FL,配管タイプ:00_冷媒,R 4,M091_R冷媒2way,HEATING,1,100.0,20.0,10296.000000000007,立管,0.0,0.0,1.0,90.0,,7.201999999999998,17.498000000000005,10.296000000000006
1UvjyJsubCqvxfV7N9tGMF,配管タイプ:00_供給:43400944,2FL,配管タイプ:00_供給,X 3,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,2895.999999999997,立管,0.0,0.0,1.0,90.0,,4.1,6.995999999999997,2.8959999999999972
