FittingGlobalId,FittingName,FittingTypeName,継手種類,階,系統コード,系統名称,IFC系統分類,FittingPortCount,PortIndex,PortGlobalId,PortName,PortDescription,FlowDirection,PortPredefinedType,PortSystemType,PortDiameterProperties,PortDiameterCandidate,PortProperties,ConnectedPortGlobalId,ConnectedPortName,ConnectedPortFlowDirection,ConnectedPortDiameterProperties,ConnectedPortDiameterCandidate,ConnectedElementClass,ConnectedElementGlobalId,ConnectedElementName,ConnectedElementTypeName,ConnectedElementDiameterProperties,ConnectedElementDiameterCandidate,DiameterCandidate,DiameterSource,Warning
0sIT3JH9X5JfwkUDQ1bP1_,012_エルボ_冷媒管:Common:40828312,012_エルボ_冷媒管:Common,冷媒管エルボ,5FL,R 1,M091_R冷媒2way,HEATING,2,1,00bkwA0sC6qqiGA2Snh5CO,Port_40828312_1,Flow,SOURCEANDSINK,PIPE,HEATING,,,,2If_2tI4vUr9t252$rdick,Port_43400770_0,SOURCEANDSINK,,,IfcPipeSegment,1UvjyJsubCqvxfV7N9tGKz,配管タイプ:00_冷媒:43400770,配管タイプ:00_冷媒,Pset_PipeSegmentTypeCommon.InnerDiameter=20.0 | Pset_PipeSegmentTypeCommon.OuterDiameter=100.0,100.0,100.0,ConnectedElement,
0sIT3JH9X5JfwkUDQ1bP1_,012_エルボ_冷媒管:Common:40828312,012_エルボ_冷媒管:Common,冷媒管エルボ,5FL,R 1,M091_R冷媒2way,HEATING,2,2,3bF3L3MoQvk5y7NxEM5qra,Port_40828312_2,Flow,SOURCEANDSINK,PIPE,HEATING,,,,,,,,,,,,,,,,,接続先Portなし | 径候補なし
0sIT3JH9X5JfwkUDQ1b6dz,011_エルボ:Common:40829979,011_エルボ:Common,エルボ,1FL,O 2,E_O油(往),USERDEFINED,2,1,0e8RS0g2yaKdMXnioWQWtV,Port_40829979_2,Flow,SOURCEANDSINK,PIPE,USERDEFINED,,,,3W7o1eSqxHmJ0XUg_JaiPp,Port_40829976_1,SOURCEANDSINK,,,IfcPipeSegment,0sIT3JH9X5JfwkUDQ1b6d_,配管タイプ:00_供給:40829976,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=16.1 | Pset_PipeSegmentTypeCommon.OuterDiameter=21.7,21.7,21.7,ConnectedElement,
0sIT3JH9X5JfwkUDQ1b6dz,011_エルボ:Common:40829979,011_エルボ:Common,エルボ,1FL,O 2,E_O油(往),USERDEFINED,2,2,2alyYae$pVjgUo4PeshW2r,Port_40829979_1,Flow,SOURCEANDSINK,PIPE,USERDEFINED,,,,1a3qoeumsidL1aeSItil6O,Port_40830120_0,SOURCEANDSINK,,,IfcPipeSegment,0sIT3JH9X5JfwkUDQ1b6bE,配管タイプ:00_供給:40830120,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=16.1 | Pset_PipeSegmentTypeCommon.OuterDiameter=21.7,21.7,21.7,ConnectedElement,
1$rgajjQrCDg9Lz3xmtOJO,011_エルボ:Common:40899360,011_エルボ:Common,エルボ,5FL,O 2,E_O油(往),USERDEFINED,2,1,3WKkjxzJpYgi2Iwbm0j45u,Port_40899360_2,Flow,SOURCEANDSINK,PIPE,USERDEFINED,,,,2E1m7S46SXWyRh0IvDhvdM,Port_40813666_0,SOURCEANDSINK,,,IfcPipeSegment,1YmQEFw6r2CwltcTVryyCc,配管タイプ:00_供給:40813666,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=16.1 | Pset_PipeSegmentTypeCommon.OuterDiameter=21.7,21.7,21.7,ConnectedElement,
1$rgajjQrCDg9Lz3xmtOJO,011_エルボ:Common:40899360,011_エルボ:Common,エルボ,5FL,O 2,E_O油(往),USERDEFINED,2,2,1R5nxMYLrRsWWehg6o9FWh,Port_40899360_1,Flow,SOURCEANDSINK,PIPE,USERDEFINED,,,,10lL_TD9bjA4newtzZtmGd,Port_40813680_1,SOURCEANDSINK,,,IfcPipeSegment,1YmQEFw6r2CwltcTVryyCq,配管タイプ:00_供給:40813680,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=16.1 | Pset_PipeSegmentTypeCommon.OuterDiameter=21.7,21.7,21.7,ConnectedElement,
1$rgajjQrCDg9Lz3xmtOJH,011_エルボ:Common:40899362,011_エルボ:Common,エルボ,5FL,O 2,E_O油(往),USERDEFINED,2,1,3utczuoIRnmgAWjGamFla1,Port_40899362_1,Flow,SOURCEANDSINK,PIPE,USERDEFINED,,,,0_C_a1$qxe8w$EwDqhjjuS,Port_40813666_1,SOURCEANDSINK,,,IfcPipeSegment,1YmQEFw6r2CwltcTVryyCc,配管タイプ:00_供給:40813666,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=16.1 | Pset_PipeSegmentTypeCommon.OuterDiameter=21.7,21.7,21.7,ConnectedElement,
1$rgajjQrCDg9Lz3xmtOJH,011_エルボ:Common:40899362,011_エルボ:Common,エルボ,5FL,O 2,E_O油(往),USERDEFINED,2,2,0Bqf8Si_MzB$F6jw6FUJ7o,Port_40899362_2,Flow,SOURCEANDSINK,PIPE,USERDEFINED,,,,2y8Dm_JPp91fWuD2j8tTPs,Port_40813805_0,SOURCEANDSINK,,,IfcPipeSegment,1YmQEFw6r2CwltcTVryyEf,配管タイプ:00_供給:40813805,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=16.1 | Pset_PipeSegmentTypeCommon.OuterDiameter=21.7,21.7,21.7,ConnectedElement,
1$rgajjQrCDg9Lz3xmtOJJ,011_エルボ:Common:40899364,011_エルボ:Common,エルボ,5FL,O 2,E_O油(往),USERDEFINED,2,1,1ukJZ90upuPoqspDtWuHgy,Port_40899364_1,Flow,SOURCEANDSINK,PIPE,USERDEFINED,,,,3d5NEJe4YMi2lgAV7odHdk,Port_40813743_0,SOURCEANDSINK,,,IfcPipeSegment,1YmQEFw6r2CwltcTVryyFh,配管タイプ:00_供給:40813743,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=16.1 | Pset_PipeSegmentTypeCommon.OuterDiameter=21.7,21.7,21.7,ConnectedElement,
1$rgajjQrCDg9Lz3xmtOJJ,011_エルボ:Common:40899364,011_エルボ:Common,エルボ,5FL,O 2,E_O油(往),USERDEFINED,2,2,07M2W49xTBUt6PM9psD8MU,Port_40899364_2,Flow,SOURCEANDSINK,PIPE,USERDEFINED,,,,2YsBspuJtHJAnc4w20FPnq,Port_40813805_1,SOURCEANDSINK,,,IfcPipeSegment,1YmQEFw6r2CwltcTVryyEf,配管タイプ:00_供給:40813805,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=16.1 | Pset_PipeSegmentTypeCommon.OuterDiameter=21.7,21.7,21.7,ConnectedElement,
1$rgajjQrCDg9Lz3xmtOKm,011_エルボ:Common:40899366,011_エルボ:Common,エルボ,5FL,OR 1,E_OR油(還),USERDEFINED,2,1,2e5b0Wp$NRzMzQQ2RZEq3T,Port_40899366_2,Flow,SOURCEANDSINK,PIPE,USERDEFINED,,,,0ruz4jBlV0xYkdFjBVNuq1,Port_40813339_0,SOURCEANDSINK,,,IfcPipeSegment,1YmQEFw6r2CwltcTVryyHV,配管タイプ:00_供給:40813339,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=16.1 | Pset_PipeSegmentTypeCommon.OuterDiameter=21.7,21.7,21.7,ConnectedElement,
1$rgajjQrCDg9Lz3xmtOKm,011_エルボ:Common:40899366,011_エルボ:Common,エルボ,5FL,OR 1,E_OR油(還),USERDEFINED,2,2,16zsNSOPC5Q9iifp5JJSaX,Port_40899366_1,Flow,SOURCEANDSINK,PIPE,USERDEFINED,,,,1M3pyeuDruA_YaekNiWNaD,Port_40813943_1,SOURCEANDSINK,,,IfcPipeSegment,1YmQEFw6r2CwltcTVryy8p,配管タイプ:00_供給:40813943,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=16.1 | Pset_PipeSegmentTypeCommon.OuterDiameter=21.7,21.7,21.7,ConnectedElement,
1$rgajjQrCDg9Lz3xmtOKH,011_エルボ:Common:40899368,011_エルボ:Common,エルボ,5FL,O 1,E_O油(往),USERDEFINED,2,1,1ECLUsYF6XS3BlGr6vspVo,Port_40899368_1,Flow,SOURCEANDSINK,PIPE,USERDEFINED,,,,2x9QHJUIcr_J6paJotipah,Port_40813245_1,SOURCEANDSINK,,,IfcPipeSegment,1YmQEFw6r2CwltcTVryyNv,配管タイプ:00_供給:40813245,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=16.1 | Pset_PipeSegmentTypeCommon.OuterDiameter=21.7,21.7,21.7,ConnectedElement,
1$rgajjQrCDg9Lz3xmtOKH,011_エルボ:Common:40899368,011_エルボ:Common,エルボ,5FL,O 1,E_O油(往),USERDEFINED,2,2,3nOCndd0pyLTS3NDN4ib1r,Port_40899368_2,Flow,SOURCEANDSINK,PIPE,USERDEFINED,,,,0RmOTCzVlgtz4yJKUytK5R,Port_40813253_0,SOURCEANDSINK,,,IfcPipeSegment,1YmQEFw6r2CwltcTVryyM1,配管タイプ:00_供給:40813253,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=16.1 | Pset_PipeSegmentTypeCommon.OuterDiameter=21.7,21.7,21.7,ConnectedElement,
1$rgajjQrCDg9Lz3xmtOKJ,011_エルボ:Common:40899370,011_エルボ:Common,エルボ,5FL,O 1,E_O油(往),USERDEFINED,2,1,3LBma_NeeRuW1fDHnAyOEN,Port_40899370_2,Flow,SOURCEANDSINK,PIPE,USERDEFINED,,,,0FFtS7hwb47EwdnMvQ$KA7,Port_40813253_1,SOURCEANDSINK,,,IfcPipeSegment,1YmQEFw6r2CwltcTVryyM1,配管タイプ:00_供給:40813253,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=16.1 | Pset_PipeSegmentTypeCommon.OuterDiameter=21.7,21.7,21.7,ConnectedElement,
1$rgajjQrCDg9Lz3xmtOKJ,011_エルボ:Common:40899370,011_エルボ:Common,エルボ,5FL,O 1,E_O油(往),USERDEFINED,2,2,2E1a759jfWB09UyKygwWvy,Port_40899370_1,Flow,SOURCEANDSINK,PIPE,USERDEFINED,,,,3lSKd$fhescBYbVjUu7mqb,Port_40813303_0,SOURCEANDSINK,,,IfcPipeSegment,1YmQEFw6r2CwltcTVryyMp,配管タイプ:00_供給:40813303,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=16.1 | Pset_PipeSegmentTypeCommon.OuterDiameter=21.7,21.7,21.7,ConnectedElement,
1$rgajjQrCDg9Lz3xmtOLl,011_エルボ:Common:40899372,011_エルボ:Common,エルボ,5FL,OR 1,E_OR油(還),USERDEFINED,2,1,2nHqsOzg$_aCCQ98CUQFRx,Port_40899372_1,Flow,SOURCEANDSINK,PIPE,USERDEFINED,,,,16XPmOnyk$849L_LYYs9UQ,Port_40813333_0,SOURCEANDSINK,,,IfcPipeSegment,1YmQEFw6r2CwltcTVryyHH,配管タイプ:00_供給:40813333,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=16.1 | Pset_PipeSegmentTypeCommon.OuterDiameter=21.7,21.7,21.7,ConnectedElement,
1$rgajjQrCDg9Lz3xmtOLl,011_エルボ:Common:40899372,011_エルボ:Common,エルボ,5FL,OR 1,E_OR油(還),USERDEFINED,2,2,2gcasJEX6sVCu5QsyCFwwI,Port_40899372_2,Flow,SOURCEANDSINK,PIPE,USERDEFINED,,,,22ScTJ1QoEuejkvwXt9lth,Port_40813339_1,SOURCEANDSINK,,,IfcPipeSegment,1YmQEFw6r2CwltcTVryyHV,配管タイプ:00_供給:40813339,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=16.1 | Pset_PipeSegmentTypeCommon.OuterDiameter=21.7,21.7,21.7,ConnectedElement,
1$rgajjQrCDg9Lz3xmtOLf,011_エルボ:Common:40899374,011_エルボ:Common,エルボ,5FL,OR 1,E_OR油(還),USERDEFINED,2,1,2dBvxx6R8GCLNlC5Aak$4D,Port_40899374_1,Flow,SOURCEANDSINK,PIPE,USERDEFINED,,,,0nlPDekswYxFU7PliwxKUC,Port_40813021_0,SOURCEANDSINK,,,IfcPipeSegment,1YmQEFw6r2CwltcTVryyQP,配管タイプ:00_供給:40813021,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=16.1 | Pset_PipeSegmentTypeCommon.OuterDiameter=21.7,21.7,21.7,ConnectedElement,
1$rgajjQrCDg9Lz3xmtOLf,011_エルボ:Common:40899374,011_エルボ:Common,エルボ,5FL,OR 1,E_OR油(還),USERDEFINED,2,2,3QBqf$qQRqFTSPjdsBmYed,Port_40899374_2,Flow,SOURCEANDSINK,PIPE,USERDEFINED,,,,0FTctY16Va4RJCNK9oJh3D,Port_40813333_1,SOURCEANDSINK,,,IfcPipeSegment,1YmQEFw6r2CwltcTVryyHH,配管タイプ:00_供給:40813333,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=16.1 | Pset_PipeSegmentTypeCommon.OuterDiameter=21.7,21.7,21.7,ConnectedElement,
1$rgajjQrCDg9Lz3xmtP5a,011_エルボ:Common:40900937,011_エルボ:Common,エルボ,5FL,O 2,E_O油(往),USERDEFINED,2,1,0rPTw$GnOHSQGL9z54zVey,Port_40900937_1,Flow,SOURCEANDSINK,PIPE,USERDEFINED,,,,3AGriXYZSJQ$zXZsqoDi91,Port_40812320_1,SOURCEANDSINK,,,IfcPipeSegment,1YmQEFw6r2CwltcTVryxXa,配管タイプ:00_供給:40812320,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=16.1 | Pset_PipeSegmentTypeCommon.OuterDiameter=21.7,21.7,21.7,ConnectedElement,
1$rgajjQrCDg9Lz3xmtP5a,011_エルボ:Common:40900937,011_エルボ:Common,エルボ,5FL,O 2,E_O油(往),USERDEFINED,2,2,1d8hWcbgtWNgVadLifaS$T,Port_40900937_2,Flow,SOURCEANDSINK,PIPE,USERDEFINED,,,,3RaxtMjMIE9ikiPjGI6jBE,Port_40830120_1,SOURCEANDSINK,,,IfcPipeSegment,0sIT3JH9X5JfwkUDQ1b6bE,配管タイプ:00_供給:40830120,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=16.1 | Pset_PipeSegmentTypeCommon.OuterDiameter=21.7,21.7,21.7,ConnectedElement,
1$rgajjQrCDg9Lz3xmtP5C,011_エルボ:Common:40900961,011_エルボ:Common,エルボ,1FL,CH 3,M031_CH冷温水(往),HEATING,2,1,1QxFdbsPYdCULwY4ENI2IJ,Port_40900961_1,Flow,SOURCEANDSINK,PIPE,HEATING,,,,34BqvwQOtP4ZpcLN0vNZKy,Port_40689797_0,SOURCEANDSINK,,,IfcPipeSegment,2$VmGHsp16yBfz_qEe9DR4,配管タイプ:00_供給:40689797,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=52.900000000000006 | Pset_PipeSegmentTypeCommon.OuterDiameter=60.5,60.5,60.5,ConnectedElement,
1$rgajjQrCDg9Lz3xmtP5C,011_エルボ:Common:40900961,011_エルボ:Common,エルボ,1FL,CH 3,M031_CH冷温水(往),HEATING,2,2,2tapUgxDFXRtYVmD6MK4v4,Port_40900961_2,Flow,SOURCEANDSINK,PIPE,HEATING,,,,,,,,,,,,,,,,,接続先Portなし | 径候補なし
1$rgajjQrCDg9Lz3xmtP58,011_エルボ:Common:40900965,011_エルボ:Common,エルボ,1FL,CHR 2,M032_CHR冷温水(還),HEATING,2,1,1IPc$$A7iKy8CV8VKJ$k09,Port_40900965_1,Flow,SOURCEANDSINK,PIPE,HEATING,,,,3PndLIGYhwlVbn_jLTItcI,Port_40689839_0,SOURCEANDSINK,,,IfcPipeSegment,2$VmGHsp16yBfz_qEe9DRk,配管タイプ:00_供給:40689839,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=52.900000000000006 | Pset_PipeSegmentTypeCommon.OuterDiameter=60.5,60.5,60.5,ConnectedElement,
1$rgajjQrCDg9Lz3xmtP58,011_エルボ:Common:40900965,011_エルボ:Common,エルボ,1FL,CHR 2,M032_CHR冷温水(還),HEATING,2,2,2Xljm6xgEvhqFZZ5xxgVM_,Port_40900965_2,Flow,SOURCEANDSINK,PIPE,HEATING,,,,,,,,,,,,,,,,,接続先Portなし | 径候補なし
1$rgajjQrCDg9Lz3xmtPAh,012_エルボ_冷媒管:Common:40901254,012_エルボ_冷媒管:Common,冷媒管エルボ,5FL,R 2,M091_R冷媒2way,HEATING,2,1,3mPHEE_ezKOPiZY8cso$vU,Port_40901254_1,Flow,SOURCEANDSINK,PIPE,NOTDEFINED,,,,0n2e4vdCP2odrPLsBgVKhK,Port_40789108_0,SOURCEANDSINK,,,IfcPipeSegment,1Xr6N_BwzCmBJNBoxXVfWG,配管タイプ:00_冷媒:40789108,配管タイプ:00_冷媒,Pset_PipeSegmentTypeCommon.InnerDiameter=20.0 | Pset_PipeSegmentTypeCommon.OuterDiameter=100.0,100.0,100.0,ConnectedElement,
1$rgajjQrCDg9Lz3xmtPAh,012_エルボ_冷媒管:Common:40901254,012_エルボ_冷媒管:Common,冷媒管エルボ,5FL,R 2,M091_R冷媒2way,HEATING,2,2,0PFkqh_OeI3qqEyptUuLgW,Port_40901254_2,Flow,SOURCEANDSINK,PIPE,NOTDEFINED,,,,,,,,,,,,,,,,,接続先Portなし | 径候補なし
1$rgajjQrCDg9Lz3xmtPA2,012_エルボ_冷媒管:Common:40901295,012_エルボ_冷媒管:Common,冷媒管エルボ,5FL,R 4,M091_R冷媒2way,HEATING,2,1,1HEMohfNXC_b2h_ZPixRar,Port_40901295_1,Flow,SOURCEANDSINK,PIPE,HEATING,,,,3$rT$XiGsjfbDJjqu6uaUn,Port_43400805_0,SOURCEANDSINK,,,IfcPipeSegment,1UvjyJsubCqvxfV7N9tGKQ,配管タイプ:00_冷媒:43400805,配管タイプ:00_冷媒,Pset_PipeSegmentTypeCommon.InnerDiameter=20.0 | Pset_PipeSegmentTypeCommon.OuterDiameter=100.0,100.0,100.0,ConnectedElement,
1$rgajjQrCDg9Lz3xmtPA2,012_エルボ_冷媒管:Common:40901295,012_エルボ_冷媒管:Common,冷媒管エルボ,5FL,R 4,M091_R冷媒2way,HEATING,2,2,1q8qSNjxywWL74awlUAutH,Port_40901295_2,Flow,SOURCEANDSINK,PIPE,HEATING,,,,,,,,,,,,,,,,,接続先Portなし | 径候補なし
1$rgajjQrCDg9Lz3xmtPNt,021_径違いＴ型:Common:40902106,021_径違いＴ型:Common,径違いT型,4FL,－ 11,M112_W加湿給水,DOMESTICCOLDWATER,3,1,0U6iBLN5ijkOZHzo538A7k,Port_40902106_1,Flow,SOURCEANDSINK,PIPE,DOMESTICCOLDWATER,,,,3i4iTbBQl_sR40H2xj9zWR,Port_40899380_1,SOURCEANDSINK,,,IfcPipeSegment,1$rgajjQrCDg9Lz3xmtPcM,配管タイプ:00_供給:40899380,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=35.7 | Pset_PipeSegmentTypeCommon.OuterDiameter=42.7,42.7,42.7,ConnectedElement,
1$rgajjQrCDg9Lz3xmtPNt,021_径違いＴ型:Common:40902106,021_径違いＴ型:Common,径違いT型,4FL,－ 11,M112_W加湿給水,DOMESTICCOLDWATER,3,2,1MIFd3BLXkXaVb76n3ko16,OutPort_40902106_2,Flow,SOURCE,PIPE,DOMESTICCOLDWATER,,,,2HlFqApWyBYe$VqlaV_eiU,InPort_40902263_0,SINK,,,IfcPipeSegment,1$rgajjQrCDg9Lz3xmtPPQ,配管タイプ:00_供給:40902263,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=35.7 | Pset_PipeSegmentTypeCommon.OuterDiameter=42.7,42.7,42.7,ConnectedElement,
1$rgajjQrCDg9Lz3xmtPNt,021_径違いＴ型:Common:40902106,021_径違いＴ型:Common,径違いT型,4FL,－ 11,M112_W加湿給水,DOMESTICCOLDWATER,3,3,3fW2HBt08MnVpWpWtdBbvx,Port_40902106_3,Flow,SOURCEANDSINK,PIPE,DOMESTICCOLDWATER,,,,2HhdItSzdo1XEZxIcUrl$x,Port_41573751_0,SOURCEANDSINK,,,IfcPipeSegment,0eLM4vM5jAygjA1FFPEdi9,配管タイプ:00_供給:41573751,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=21.6 | Pset_PipeSegmentTypeCommon.OuterDiameter=27.2,27.2,27.2,ConnectedElement,
1$rgajjQrCDg9Lz3xmtPQy,071_キャップ:Common:40902289,071_キャップ:Common,キャップ,4FL,－ 11,M112_W加湿給水,DOMESTICCOLDWATER,1,1,0YUXArsjcT7lwGtu7k1Paa,InPort_40902289_1,Flow,SINK,PIPE,DOMESTICCOLDWATER,,,,2lF5RAt9Mymk32yJKUsZaN,OutPort_40902263_1,SOURCE,,,IfcPipeSegment,1$rgajjQrCDg9Lz3xmtPPQ,配管タイプ:00_供給:40902263,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=35.7 | Pset_PipeSegmentTypeCommon.OuterDiameter=42.7,42.7,42.7,ConnectedElement,
1$rgajjQrCDg9Lz3xmtQS9,011_エルボ:Common:40906532,011_エルボ:Common,エルボ,5FL,O 2,E_O油(往),USERDEFINED,2,1,3mzryDl5oUbsJngKHSHWx6,Port_40906532_2,Flow,SOURCEANDSINK,PIPE,USERDEFINED,,,,1ar8FnGL30PeK2QcT7T$Ni,Port_40906488_1,SOURCEANDSINK,,,IfcPipeSegment,1$rgajjQrCDg9Lz3xmtQRL,配管タイプ:00_供給:40906488,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=16.1 | Pset_PipeSegmentTypeCommon.OuterDiameter=21.7,21.7,21.7,ConnectedElement,
1$rgajjQrCDg9Lz3xmtQS9,011_エルボ:Common:40906532,011_エルボ:Common,エルボ,5FL,O 2,E_O油(往),USERDEFINED,2,2,1Rl3qoz0f_0AHzEPUwAXY_,Port_40906532_1,Flow,SOURCEANDSINK,PIPE,USERDEFINED,,,,37xVqFFuf7QVrs$e1jSkpj,Port_40906523_0,SOURCEANDSINK,,,IfcPipeSegment,1$rgajjQrCDg9Lz3xmtQSs,配管タイプ:00_供給:40906523,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=16.1 | Pset_PipeSegmentTypeCommon.OuterDiameter=21.7,21.7,21.7,ConnectedElement,
1$rgajjQrCDg9Lz3xmtQS1,011_エルボ:Common:40906540,011_エルボ:Common,エルボ,5FL,O 2,E_O油(往),USERDEFINED,2,1,0m$j1gyKjTeOlJEF6Mh6zO,Port_40906540_2,Flow,SOURCEANDSINK,PIPE,USERDEFINED,,,,0KZ3Qp2VMNEGXgVXpRN55U,Port_40812740_0,SOURCEANDSINK,,,IfcPipeSegment,1YmQEFw6r2CwltcTVryyU0,配管タイプ:00_供給:40812740,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=16.1 | Pset_PipeSegmentTypeCommon.OuterDiameter=21.7,21.7,21.7,ConnectedElement,
1$rgajjQrCDg9Lz3xmtQS1,011_エルボ:Common:40906540,011_エルボ:Common,エルボ,5FL,O 2,E_O油(往),USERDEFINED,2,2,2QnHh9mpi3eDSPjJOoXEHy,Port_40906540_1,Flow,SOURCEANDSINK,PIPE,USERDEFINED,,,,3akOf41adN3HWveGQX4nBZ,Port_40906523_1,SOURCEANDSINK,,,IfcPipeSegment,1$rgajjQrCDg9Lz3xmtQSs,配管タイプ:00_供給:40906523,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=16.1 | Pset_PipeSegmentTypeCommon.OuterDiameter=21.7,21.7,21.7,ConnectedElement,
1$rgajjQrCDg9Lz3xmtQS3,011_エルボ:Common:40906542,011_エルボ:Common,エルボ,5FL,O 2,E_O油(往),USERDEFINED,2,1,1x0hO8fwJ4q_91EO1RMviT,Port_40906542_2,Flow,SOURCEANDSINK,PIPE,USERDEFINED,,,,0Ot_nEbs4To41Nw11tSqSy,Port_40812740_1,SOURCEANDSINK,,,IfcPipeSegment,1YmQEFw6r2CwltcTVryyU0,配管タイプ:00_供給:40812740,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=16.1 | Pset_PipeSegmentTypeCommon.OuterDiameter=21.7,21.7,21.7,ConnectedElement,
1$rgajjQrCDg9Lz3xmtQS3,011_エルボ:Common:40906542,011_エルボ:Common,エルボ,5FL,O 2,E_O油(往),USERDEFINED,2,2,0MTM_7Y5gf_EM7klgRazVW,Port_40906542_1,Flow,SOURCEANDSINK,PIPE,USERDEFINED,,,,2iIs7WDor1TGT9nOikHUaB,Port_40813680_0,SOURCEANDSINK,,,IfcPipeSegment,1YmQEFw6r2CwltcTVryyCq,配管タイプ:00_供給:40813680,配管タイプ:00_供給,Pset_PipeSegmentTypeCommon.InnerDiameter=16.1 | Pset_PipeSegmentTypeCommon.OuterDiameter=21.7,21.7,21.7,ConnectedElement,
2lIqKSD6992hLpETaqt1rf,011_エルボ:Common:41450367,011_エルボ:Common,エルボ,PIT,) 1,P021_D汚水,SEWAGE,2,1,1g1QwiQ$3EhvuCUTpMAiFB,OutPort_41450367_1,Flow,SOURCE,PIPE,SEWAGE,,,,3vQb3r2z9CYTe7CNLbiu5F,InPort_41592286_1,SINK,,,IfcPipeSegment,0cvR1_ETfB2e064iFLIatt,配管タイプ:00_排水:41592286,配管タイプ:00_排水,Pset_PipeSegmentTypeCommon.InnerDiameter=105.3 | Pset_PipeSegmentTypeCommon.OuterDiameter=114.30000000000001,114.30000000000001,114.30000000000001,ConnectedElement,
2lIqKSD6992hLpETaqt1rf,011_エルボ:Common:41450367,011_エルボ:Common,エルボ,PIT,) 1,P021_D汚水,SEWAGE,2,2,0iVeU$QjujbLgmsgLlUYBT,InPort_41450367_2,Flow,SINK,PIPE,SEWAGE,,,,,,,,,,,,,,,,,接続先Portなし | 径候補なし
2lIqKSD6992hLpETaqt1i6,011_エルボ:Common:41450768,011_エルボ:Common,エルボ,PIT,P022_D雑排水 1,P022_D雑排水,SEWAGE,2,1,1oUeHT$eZUw5mmT5zUBFwa,InPort_41450768_1,Flow,SINK,PIPE,SEWAGE,,,,2H4ovWzS0HFfyzORWM7Z9C,OutPort_41593450_1,SOURCE,,,IfcPipeSegment,0cvR1_ETfB2e064iFLIa93,配管タイプ:00_排水:41593450,配管タイプ:00_排水,Pset_PipeSegmentTypeCommon.InnerDiameter=67.9 | Pset_PipeSegmentTypeCommon.OuterDiameter=76.3,76.3,76.3,ConnectedElement,
2lIqKSD6992hLpETaqt1i6,011_エルボ:Common:41450768,011_エルボ:Common,エルボ,PIT,P022_D雑排水 1,P022_D雑排水,SEWAGE,2,2,2v5e8$ZKAzkt02VdwTuQvC,OutPort_41450768_2,Flow,SOURCE,PIPE,SEWAGE,,,,,,,,,,,,,,,,,接続先Portなし | 径候補なし
2lIqKSD6992hLpETaqt1ZB,021_径違いＴ型:Common:41451229,021_径違いＴ型:Common,径違いT型,1FL,P031_V通気 2,P031_V通気,VENT,3,1,3cnpe9JDbbcEUuOTa_xHej,Port_41451229_1,Flow,SOURCEANDSINK,PIPE,VENT,,,,2bFOsaxV7qjN_JEpD8Cwad,Port_41451230_1,SOURCEANDSINK,,,IfcPipeSegment,2lIqKSD6992hLpETaqt1Z8,配管タイプ:00_排水:41451230,配管タイプ:00_排水,Pset_PipeSegmentTypeCommon.InnerDiameter=67.9 | Pset_PipeSegmentTypeCommon.OuterDiameter=76.3,76.3,76.3,ConnectedElement,
